run,maxOpenCanopiesBelow1000Ft,maxOpenCanopiesBelow500Ft,minHorizontalSeparationFt,fullyOpenAltitudeMinFt,fullyOpenAltitudeMaxFt,fullyOpenAltitudeSpreadFt,canopyCongestionScore,canopyCollisionExposurePairSeconds,estimatedCanopyCollisionRiskPer10k
254,8,7,0.007941450095509646,2816.527775876338,3184.0025421518244,367.4747662754862,84.8,118.38,2.37
255,7,6,0.23999522793935743,2720.882449479121,3176.725470747862,455.8430212687408,44.2,113.09,2.26
256,7,4,0.055296676367072535,2811.2383428287703,3147.5807289295144,336.3423861007441,0,0,0
257,6,4,1.0796177045872855,2771.7343697832857,3213.51781572942,441.7834459461342,0,40.51,0.81
258,7,4,0.0003149754880479692,2756.7453138322467,3189.428237027031,432.6829231947845,13.55,86.44,1.73
259,7,4,0.15430910468220796,2739.4697137593753,3153.3909784408906,413.92126468151537,0,44.26,0.89
260,6,3,0.07057709888975414,2774.240233168199,3145.1686878496453,370.92845468144606,0,0,0
261,7,7,0.12735886792616238,2712.851591196023,3289.622715537826,576.771124341803,59.7,156.32,3.13
262,7,5,0.13536385954842794,2734.932599339543,3075.690540349882,340.75794101033944,0,43.18,0.86
263,7,4,0.25602431719573004,2807.3963804544182,3172.1374237967366,364.74104334231833,1.85,23.7,0.47
264,8,6,0.014237788156133007,2794.776743043996,3166.04525867688,371.2685156328844,42.1,83.44,1.67
265,7,5,0.10369836683108924,2861.3613755339397,3286.161400887467,424.8000253535274,61.05,61.65,1.23
266,6,5,0.18939642701227724,2777.0087039342884,3110.5682637040004,333.559559769712,0,0,0
267,7,5,0.2726409503622868,2795.5552513475664,3174.2278321533563,378.67258080578995,0,15.4,0.31
268,7,6,0.1839048914008927,2893.079636987877,3019.400420756484,126.32078376860682,51.65,176.63,3.53
269,8,5,0.8596472564672225,2822.5718876408177,3206.2313172040795,383.6594295632617,0,45.6,0.91
270,7,5,0.3001968687695175,2791.478702048784,3063.0396212783135,271.56091922952965,31.9,48.41,0.97
271,6,4,0.4656692294464744,2831.625946481426,3164.3572357548687,332.7312892734426,0,32.79,0.66
272,7,5,0.7188871644165298,2732.9772969386727,3127.0695022506093,394.0922053119366,7.35,70.64,1.41
273,8,5,0.08956665120692152,2864.9588154843673,3200.2207660407157,335.26195055634844,0,13.24,0.26
274,7,4,0.16898295107103622,2824.2420589749813,3180.081037646111,355.83897867112955,3.25,10.69,0.21
275,8,7,0.8535307219459823,2667.282545809654,3039.3424495690997,372.05990375944566,12.45,75.61,1.51
276,8,6,0.6337174733164628,2745.9782100660696,3137.694387386596,391.71617732052664,2.85,40.24,0.8
277,6,4,0.19489594067619948,2732.64617445118,3181.666190232123,449.02001578094314,13.4,59.73,1.19
278,7,5,0.3664011149002529,2693.616022659284,3051.452206912396,357.8361842531117,0,5.13,0.1
279,7,4,0.706627472423696,2765.1380137605174,3139.096264096819,373.9582503363017,23.8,64.62,1.29
280,5,4,0.28907952782641355,2722.12143173825,3113.618333797099,391.4969020588487,28.2,60.6,1.21
281,5,5,0.10717952661361997,2730.578990182214,3149.6370321327936,419.05804195057954,0,14.02,0.28
282,7,5,0.1369529453434596,2692.231019855702,3260.9553194910295,568.7242996353275,6.25,28.16,0.56
283,6,4,0.34092930240465585,2805.715489682166,3163.2577228041955,357.5422331220293,0,0,0
284,7,5,1.0766828296407747,2847.79585832867,3084.649060027631,236.85320169896113,1.25,40.2,0.8
285,6,4,0.6393150803483074,2743.5872936519754,3181.947918315655,438.3606246636796,2.45,36.74,0.73
286,7,6,0.21215387438654354,2633.5464263617714,3154.669143165772,521.1227168040004,5.6,164.16,3.28
287,8,5,0.12336246499828789,2933.5116049019352,3204.97176218962,271.460157287685,3.75,82.63,1.65
288,7,5,0.07387676924251263,2558.4936993297815,3231.935492533667,673.4417932038855,8.8,32.98,0.66
289,7,4,0.030691940796101137,2768.798331401265,3010.2141547592737,241.41582335800877,50.7,82.79,1.66
290,8,7,0.010025231191203658,2890.299829745237,3239.5432942008206,349.24346445558376,33.6,60.6,1.21
291,8,6,0.07673014995317869,2576.605253376646,3254.4220723357107,677.8168189590647,51.5,72.57,1.45
292,8,5,0.2696889737522994,2730.8291030242067,3101.9302021728886,371.1010991486819,39.2,55.58,1.11
293,8,4,0.07179660593707379,2829.4902020668187,3198.915088869934,369.42488680311544,34.55,51.75,1.03
294,7,5,0.09460528503168096,2739.6324050837607,3247.2517341383527,507.6193290545921,80.2,116.89,2.34
295,7,5,0.31438607803729035,2771.0727182508963,3193.5024904808865,422.42977222999025,17.75,46.44,0.93
296,9,5,0.1650633559233386,2793.261919640232,3175.0241484462963,381.7622288060643,2.2,28.86,0.58
297,8,6,0.16723274093410023,2900.2081756687026,3174.5106967414945,274.30252107279193,0,11.95,0.24
298,5,3,0.6354837922979341,2783.119962283842,3244.7958822547594,461.6759199709172,0,0,0
299,6,4,0.23159017530555823,2656.801311460655,3049.762224338848,392.96091287819263,0,0,0
300,6,4,0.8916450212641115,2691.004266251183,3086.392187917903,395.3879216667201,32.6,41.42,0.83
301,6,4,1.1313308899284125,2747.613316861225,3115.793180666526,368.179863805301,0,6.41,0.13
302,7,5,0.02086167572082346,2735.9452556350293,3152.794504884812,416.8492492497826,29,91.36,1.83
303,6,5,1.0384982145620123,2657.467808029684,3159.120457290717,501.6526492610328,14.35,32.41,0.65
304,6,4,0.04272779500334624,2637.4587898888703,2995.5393440765292,358.0805541876589,0,58.52,1.17
305,7,4,0.069950265366947,2798.6541962633987,3179.7417975512562,381.0876012878575,44.7,125.53,2.51
306,6,4,0.06827180566445294,2801.9951255079072,3178.906713845509,376.91158833760164,49.5,80.76,1.62
307,6,4,0.8211998311499134,2713.8026709517244,3138.0423044652475,424.23963351352313,0,0,0
308,7,6,0.04652800971927456,2636.274871427956,3102.9230589542726,466.64818752631663,45.9,88.92,1.78
309,7,5,0.78515005850763,2849.416288495431,3151.912378489146,302.4960899937146,17.4,50.28,1.01
310,6,4,0.6923086999850692,2728.4139656650477,3177.515037248289,449.10107158324126,29.25,30.14,0.6
311,10,7,0.003746082183658559,2695.035755495801,3114.3607262656947,419.32497076989375,35.05,120.32,2.41
312,7,4,0.3070199120465786,2791.929162369371,3216.4524175512165,424.52325518184534,5.3,24.18,0.48
313,8,5,0.12531831740062147,2867.758816962667,3162.59307163955,294.8342546768831,24.35,76.1,1.52
314,6,5,0.5604395696011272,2714.4750857811578,3193.473339463067,478.9982536819093,0,12.68,0.25
315,7,5,0.08621737501123955,2856.3547330823535,3193.6387070738942,337.28397399154073,15.15,24.94,0.5
316,9,5,0.34748695245061595,2803.430135152806,3145.424327127937,341.9941919751309,8.25,70.28,1.41
317,8,6,0.02717556449622741,2794.985286234614,3078.986475991596,284.00118975698206,23.3,88.68,1.77
318,8,6,0.023958281824328447,2766.023878244367,3220.1473820549036,454.1235038105365,69.5,144.41,2.89
319,7,5,0.028407661301724424,2695.867516988171,3127.086896863606,431.21937987543515,0,0,0
320,8,7,0.039361093622906816,2743.310402471242,3114.2339209233796,370.9235184521376,0,39.6,0.79
321,7,4,0.710991803079167,2643.2418316635467,3112.4156048077766,469.1737731442299,35.2,88.41,1.77
322,7,4,0.3966229683536769,2783.184897004538,3245.0494350486715,461.8645380441335,0.25,30.84,0.62
323,7,5,0.3152524274340385,2692.7576246852987,3224.989245121691,532.2316204363924,0,0,0
324,6,4,0.17462474946015608,2754.3096140970206,3191.654479996304,437.3448658992834,7.4,29.77,0.6
325,7,5,0.35381914076052934,2655.457807898328,3077.224996772282,421.7671888739537,52.3,54.6,1.09
326,8,5,0.17397473475884406,2788.4939689395133,3222.292165610515,433.79819667100173,45.6,126.77,2.54
327,8,5,0.05724517327930751,2746.0532597783217,3108.9698149507553,362.9165551724336,28.85,49.55,0.99
328,8,6,0.4661868933876704,2598.257739292898,3103.2715793384086,505.01384004551073,4.25,24.49,0.49
329,6,5,0.4887535378753279,2778.9120413841115,3083.8442987106387,304.9322573265272,0,3.54,0.07
330,7,5,0.4575707751722712,2813.190464849561,3149.820584693522,336.630119843961,18.75,27.15,0.54
331,8,5,0.01470903298747324,2684.5049132862414,3079.882840059668,395.3779267734267,64.65,210.95,4.22
332,7,5,0.1540400200254991,2869.73282874373,3212.985043391596,343.2522146478659,11.5,3.83,0.08
333,6,4,0.47610765776924135,2658.6393666586373,3143.5608835863927,484.9215169277554,34.55,62.2,1.24
334,8,5,0.0374107115982732,2826.427246708501,3267.943948582027,441.516701873526,27.9,68.43,1.37
335,7,5,0.07193044133415179,2732.6948817068333,3131.7575584091933,399.06267670236,73.1,144.36,2.89
336,7,5,1.0564592331755955,2769.1758943248346,3253.0579284755177,483.882034150683,4.55,25.21,0.5
337,7,5,0.09579075960876704,2810.538910870341,3238.6487262535647,428.1098153832236,31.1,56.99,1.14
338,7,6,0.028491107954776478,2823.8177226454827,3052.239484114464,228.42176146898146,71.4,68.91,1.38
339,6,4,0.09996640787421096,2795.7927535894746,3216.0250237949335,420.2322702054589,7.9,54.33,1.09
340,8,5,0.04272919415747796,2635.5700259388173,3129.232497630195,493.66247169137796,24.8,102.62,2.05
341,7,4,0.29301590178305126,2816.5698932140645,3291.8727445275345,475.30285131347,0,0,0
342,5,4,0.32291855203947734,2648.0699157826066,3038.000357453166,389.9304416705595,7.9,22.21,0.44
343,8,5,0.2307644139739877,2842.1357080536513,3043.9670640432005,201.83135598954914,0,34.94,0.7
344,8,5,0.05613412300688745,2682.8232690041696,3076.929628632653,394.10635962848346,50.55,49.5,0.99
345,8,7,0.45689292876177234,2758.3883489018503,3155.4587408431507,397.0703919413004,34.9,136.06,2.72
346,6,6,0.7620350250614063,2769.748076541314,3160.7793073768376,391.03123083552373,12.65,53.47,1.07
347,9,7,0.14619816330472324,2734.545006424196,3093.3279606070305,358.7829541828346,51.4,98.26,1.97
348,6,4,0.7907882469043855,2796.595430837295,3146.8206791040598,350.22524826676454,0.45,30.85,0.62
349,7,5,0.49082875683706295,2859.363454675818,3131.602946529982,272.23949185416404,3.8,26.16,0.52
350,8,5,0.009167355361966662,2740.6033900413,3131.4686545492586,390.8652645079587,14.3,52.59,1.05
351,8,5,0.006989989394020894,2888.346927190181,3191.7061320177104,303.35920482752954,70.1,141.86,2.84
352,6,4,0.7774625815920689,2715.2857859672254,3109.7434581762873,394.4576722090619,2.3,47.32,0.95
353,7,5,0.5968467848780741,2719.059363586964,3279.5775568645254,560.5181932775613,36.7,43.48,0.87
354,6,5,0.07113765971002987,2637.7124443055313,3038.2197011858116,400.50725688028024,42.25,55.05,1.1
355,7,4,0.13592652950261214,2835.9868987179866,3055.050753905442,219.06385518745537,34.4,44.13,0.88
356,8,5,0.12537040776059677,2684.176790933285,3082.400461641664,398.22367070837936,7.05,28.11,0.56
357,7,4,0.028594893113721105,2697.3303303005932,3275.8077283546113,578.4773980540181,0,0,0
358,6,4,0.5759617269794468,2820.8689628940956,3203.463324438126,382.59436154403056,0,0,0
359,7,4,0.13133395217605018,2621.018314091292,3073.027493223892,452.00917913260037,35.3,45.08,0.9
360,7,4,0.7712391771227176,2804.679138100072,3155.8628816007526,351.1837435006805,0,34.88,0.7
361,6,4,0.01886490685398928,2595.8208736456418,3217.863233958214,622.0423603125723,0.95,13.99,0.28
362,6,4,0.6521601837561632,2660.3897772652,3129.8214218619446,469.4316445967447,5.75,26.81,0.54
363,6,4,0.08139035384527511,2819.3004362267275,3161.01926045739,341.71882423066245,1.35,51.78,1.04
364,8,4,0.07451528322368173,2704.9477298224324,3128.204511581472,423.25678175903977,14.45,44.04,0.88
365,6,5,0.02709708673790235,2685.80997849847,3098.9891200057455,413.1791415072753,1.2,47.22,0.94
366,8,4,0.07945115333197804,2742.7098758043057,3116.2541631162017,373.5442873118959,0,0,0
367,7,5,0.2781646470231381,2803.063389862703,3118.365669750965,315.3022798882621,27.3,79.7,1.59
368,6,4,0.8055333926991618,2665.710239268056,3074.784718749763,409.0744794817074,0,0,0
369,6,4,0.7134205565760222,2746.2981781536837,3079.7794412732487,333.481263119565,6.4,29.99,0.6
370,6,4,1.0628984600103941,2812.128204559189,3198.6827604596874,386.5545559004986,15.05,56.73,1.13
371,7,5,0.08822378810583123,2813.6920085867882,3229.2008329837226,415.5088243969344,0,23.6,0.47
372,8,7,0.612333142756453,2605.2630225307416,3244.597297208455,639.3342746777134,31.5,106.29,2.13
373,7,4,0.1579446802618197,2798.21375629971,3191.432979747981,393.2192234482709,2.1,36.51,0.73
374,6,5,0.4204760649393585,2696.110881728031,3166.3668161962105,470.2559344681795,1.25,18.1,0.36
375,7,5,0.9770903374351052,2678.531677505311,3172.7916999540735,494.26002244876236,2.2,13.4,0.27
376,5,4,0.2101279075999427,2725.6579486357355,3074.466998113792,348.80904947805675,21.15,51.47,1.03
377,7,7,0.34436086128231586,2869.5174125608996,3261.625053680878,392.1076411199783,0,0,0
378,7,4,0.00998287458115577,2716.58518488699,3255.63644040829,539.0512555212999,2,52.36,1.05
379,9,7,0.35877918771717604,2730.0945353807365,3143.5802972901797,413.4857619094432,22.55,88.53,1.77
380,7,6,0.5655890007767758,2830.1653683064346,3140.7609964463445,310.5956281399099,0,18.98,0.38
381,7,5,0.8923894759635491,2783.129053665214,2987.257540670433,204.12848700521909,2.45,16.37,0.33
382,7,6,0.16431351477528514,2664.08314303531,3104.838746038703,440.75560300339293,25.7,48.65,0.97
383,7,4,0.2230607511048877,2719.094458444601,3038.667581211216,319.57312276661514,40.6,60.81,1.22
384,8,6,0.07683197260017392,2725.685355893967,3133.5408257012914,407.8554698073244,60,100.05,2
385,8,6,0.4333340180469146,2800.183707760677,3256.635801643336,456.452093882659,0,6.83,0.14
386,8,5,0.03658683887688383,2688.932497837212,3155.813059610942,466.8805617737303,46.25,129.79,2.6
387,7,7,0.0017986079519654512,2612.350157783528,3050.6087447012133,438.2585869176851,22.8,99.07,1.98
388,7,4,1.4635046677015061e-05,2760.4897162047023,3087.3982028329124,326.9084866282101,0,49.36,0.99
389,7,5,0.7099368204699683,2751.5577091602227,3162.2256966252935,410.66798746507084,0,0,0
390,6,4,0.05435812894554459,2738.7716248332877,3208.513165102559,469.74154026927135,29.1,45.68,0.91
391,6,4,0.3854576381022277,2650.1442486347137,3012.5086212551196,362.3643726204059,22.85,52.23,1.04
392,8,6,0.04829983965136852,2682.5732769104466,3069.5518194106535,386.9785425002069,40.05,69.79,1.4
393,7,5,0.7490266324100532,2710.806752667878,3169.681725979816,458.874973311938,36.2,74.73,1.49
394,6,3,0.3151277741028584,2658.4665083788286,3295.049360980235,636.5828526014066,0,0,0
395,8,5,0.08965535296778022,2689.556965696172,3132.0879880315383,442.5310223353663,12.45,42.3,0.85
396,7,5,0.40914162361157413,2831.9855647218287,3170.2056005004843,338.22003577865553,34.2,58.8,1.18
397,7,5,0.1393223499705284,2861.729781550363,3257.2235767685424,395.49379521817946,31.45,84.45,1.69
398,8,7,0.07109001498824288,2673.4816399153265,3163.085770429288,489.60413051396154,45.1,156.2,3.12
399,7,5,0.029334757380907468,2753.5504128707394,3141.3954185780726,387.84500570733326,32.35,53.8,1.08
400,7,6,0.008994961575767822,2698.5489889143632,3191.4466550618977,492.89766614753444,36.05,81.08,1.62
401,6,5,0.9784610663748027,2740.1283641186706,3221.55087094929,481.42250683061957,8.5,33.57,0.67
402,8,6,0.19734408653012453,2710.1893583209385,3241.2027312567384,531.0133729357999,28.3,59.39,1.19
403,6,5,0.0032865706222076764,2720.630215793039,3216.217786100736,495.58757030769675,22.25,56.62,1.13
404,8,5,1.0557472632872404,2741.6410668900326,3157.4663795426954,415.8253126526629,7.2,53.87,1.08
405,8,5,0.033893620985124856,2751.220066358668,3030.407589432835,279.1875230741666,1.4,67.49,1.35
406,6,4,0.44837086850538094,2676.053391248225,3199.102425069555,523.0490338213299,1.25,23.21,0.46
407,7,4,0.8162641885338356,2803.857061055731,3350.7636904552114,546.9066293994806,0,0,0
408,9,6,0.11433091860519808,2936.4849490163497,3273.6138692149957,337.12892019864603,39.95,206.15,4.12
409,6,4,0.11867668733037354,2738.649481395499,3206.7730784335095,468.1235970380103,4.8,58.04,1.16
410,8,6,0.5257923479120178,2537.1815456123313,3081.495584378582,544.3140387662506,0,23.59,0.47
411,9,7,0.05173035446163551,2814.2153936448763,3056.6397516423904,242.4243579975141,65.45,216.39,4.33
412,10,6,0.03308217113314116,2691.9767109692802,3276.973863927553,584.9971529582726,61.2,137.36,2.75
413,8,5,0.006255800106527468,2737.871741901047,3198.0803660050924,460.2086241040456,41.1,47.74,0.95
414,6,3,0.7971243074941394,2660.509624521153,3132.991547587255,472.4819230661019,0,16.36,0.33
415,6,4,0.5031285692562131,2532.7410678830133,3004.9183474062784,472.17727952326504,0,0,0
416,8,6,0.11196540226264848,2686.381911138775,3112.0318500103735,425.64993887159835,14.9,122.68,2.45
417,7,5,0.46963522737702385,2635.6917578269567,3133.232464304348,497.54070647739127,30.2,77.35,1.55
418,7,5,0.0029338286568534938,2797.738320634569,3156.026773634214,358.28845299964496,40.55,35.2,0.7
419,8,5,0.19051899902329114,2601.176289502466,3149.445948401557,548.2696588990912,5.7,89.83,1.8
420,6,4,0.23733949344918628,2679.9097140721005,3085.810372553961,405.9006584818603,31.5,52.03,1.04
421,8,5,0.04638865440381591,2607.4087041229313,3261.7393405527177,654.3306364297864,24.7,0,0
422,5,4,0.17691687863978572,2776.7636956030447,3183.6155281066754,406.8518325036307,21.65,89.3,1.79
423,6,4,0.20236335459938962,2734.886857245465,3223.3929222156153,488.5060649701504,6.05,80.63,1.61
424,6,5,0.8649300741980197,2814.0891134379117,3155.9087598606825,341.8196464227708,8.8,32.18,0.64
425,9,6,0.026954021489715225,2753.5231779510623,3151.239083371041,397.71590541997875,50.65,123.31,2.47
426,6,4,0.19551549653366543,2717.33930866006,3132.481074416656,415.1417657565962,0,22.09,0.44
427,8,5,0.11503270728418444,2768.6097382116773,3058.538194899147,289.92845668746986,7.75,36.89,0.74
428,8,4,1.069849308410347,2818.0975467098388,3123.3001429419696,305.2025962321309,0,59.77,1.2
429,7,5,0.046395962140966814,2785.3473954396663,3079.202570589139,293.85517514947287,30.9,52.91,1.06
430,6,4,0.004415617593958288,2827.9618313275346,3111.3899739283033,283.42814260076875,35.35,55.6,1.11
431,8,5,0.38893629673702973,2832.9859579737545,3111.904880380839,278.91892240708466,5.35,26.7,0.53
432,6,4,0.1697376202952496,2747.1082863120737,3016.656551456581,269.54826514450724,2.85,20.22,0.4
433,8,5,0.06990965423161168,2760.169887763346,3281.1140824232684,520.9441946599222,0,23.7,0.47
434,6,4,0.5823510207203887,2759.620927187841,3150.373669310782,390.7527421229411,0,0,0
435,6,4,0.4178879876951206,2679.3559841357473,3146.079990364123,466.72400622837586,0,3.54,0.07
436,8,5,0.06631590067654858,2814.518416243983,3266.069225986636,451.55080974265275,0,73.05,1.46
437,5,3,0.6515159900262726,2744.928371558346,3078.313835111099,333.38546355275275,0,5.96,0.12
438,6,4,0.5961580481960862,2752.386141855426,3209.3830745567047,456.99693270127864,0,0,0
439,8,5,0.17459600254613217,2742.7035464397622,3154.2220298950174,411.51848345525514,7.4,30.09,0.6
440,7,4,0.3854276105154881,2724.471874404082,3199.2190350229375,474.74716061885556,8.25,15.4,0.31
441,6,4,0.12252342231630607,2738.738594573563,3155.639924489312,416.90132991574865,29.25,88.11,1.76
442,7,4,0.16115840126420417,2702.294286889154,3090.6246093682835,388.33032247912934,49.5,165.38,3.31
443,7,4,0.08790025624324835,2797.3209178327197,3136.024187690652,338.70326985793236,0.85,32.21,0.64
444,8,5,0.3015902803433353,2769.5070070802217,3175.014293852792,405.5072867725703,0,43.11,0.86
445,7,5,0.08512314429697973,2692.903989799951,3065.359978677261,372.4559888773101,22.8,4.37,0.09
446,7,5,0.29692574154339646,2768.6250164946955,3250.0681585722887,481.44314207759317,28.6,94.42,1.89
447,7,5,0.17323460100014196,2714.85674870432,3102.8803968466555,388.02364814233533,19.6,54.02,1.08
448,7,4,0.08766486801835813,2801.150476564741,3292.3787553406287,491.2282787758877,40,53.06,1.06
449,7,5,0.11253102664003356,2836.4204365559826,3196.157727905916,359.73729134993346,33.7,109.04,2.18
450,7,4,0.01150284456610857,2758.780476857371,3185.378816867824,426.59834001045283,61.8,62.27,1.25
451,7,5,0.5407930142077879,2741.870575363189,3061.3247727063194,319.45419734313055,26.5,29.85,0.6
452,7,5,0.08335354522961756,2673.2586775390987,3039.3888595117082,366.13018197260953,25.85,0,0
453,7,4,0.2507929111981172,2799.6731581311947,3375.5942888517884,575.9211307205937,0,0,0
454,7,4,0.2763900928989385,2689.8862674635834,3291.3556243109297,601.4693568473463,0,0,0
455,6,3,0.0872441577384075,2692.564276840013,3084.7895563562415,392.2252795162285,31.35,28.22,0.56
456,5,4,0.8480591055708553,2921.631374305673,3181.77568935746,260.1443150517871,0,0,0
457,6,3,0.9581362312918312,2704.739287858299,3196.3344998869484,491.59521202864926,0.7,19.43,0.39
458,7,6,0.02506087274456797,2530.9285019455474,3134.3217052254986,603.3932032799512,75.35,157.36,3.15
459,7,5,0.8471421510156871,2646.241340050508,3030.408672216587,384.1673321660792,13.85,67.32,1.35
460,7,5,0.3537990461412508,2684.6190041724585,3090.299676786377,405.68067261391843,52.45,54.84,1.1
461,7,5,0.3350193278438496,2736.591483808581,3138.1721005224304,401.5806167138494,35.7,42,0.84
462,7,5,0.003937708050791015,2607.2378465689526,3064.894307657006,457.6564610880532,0,0,0
463,6,4,1.0661023811900363,2654.5142800001736,3112.7560655435577,458.24178554338414,14.15,53.61,1.07
464,7,5,0.15696447591480364,2601.819828898583,3270.194573398696,668.3747445001127,34.15,45.86,0.92
465,8,7,0.2678329202802203,2614.19092833569,3193.6409630433373,579.4500347076473,50.05,132.37,2.65
466,8,5,0.9828734474079952,2785.678383072963,3187.7831852261347,402.10480215317193,3.75,33.45,0.67
467,7,4,0.8102163679828195,2793.6899496936066,3165.9171640308255,372.2272143372188,2.05,18.16,0.36
468,6,5,0.5330006927638464,2764.568697034716,3137.2332276350908,372.66453060037475,30.05,65.46,1.31
469,7,5,0.5420327259605812,2749.594230975707,3199.844360870797,450.25012989509014,0,23.09,0.46
470,6,4,0.9115856773598076,2711.8818676379124,3086.677374958132,374.7955073202197,0,19.2,0.38
471,8,5,0.26559300247585393,2727.9716959796597,3277.811121206447,549.8394252267872,0,20.71,0.41
472,6,4,0.078516517650288,2796.8793053756226,3109.8192131074707,312.93990773184805,4.75,0,0
473,6,4,0.9318795111008595,2722.8001390693153,3106.2118270764427,383.4116880071274,0,0,0
474,8,5,0.058392126223406025,2699.409366038162,3085.629361836419,386.21999579825706,9.4,74.79,1.5
475,7,5,0.22918895305917852,2653.343305554198,3186.234261381421,532.890955827223,26.7,57.91,1.16
476,6,3,0.3110888731264624,2855.2506908059227,3097.91917565455,242.6684848486275,0,17.78,0.36
477,8,5,0.01640546597775393,2750.829870514294,3166.763279930931,415.933409416637,136.75,169.93,3.4
478,7,5,0.148290364037738,2677.2774363314134,3082.9630680118185,405.6856316804051,24.9,89.66,1.79
479,8,5,0.043869759656766004,2698.6604960950026,3263.1305139339156,564.470017838913,33.2,53.3,1.07
480,7,4,0.001796498358415734,2740.462112107247,3144.6696703285825,404.2075582213356,107.5,134.43,2.69
481,8,5,0.05761240959623077,2712.7835633077734,3208.5277939782327,495.7442306704593,19.95,14.34,0.29
482,5,4,0.29999652735975074,2699.5556082890994,3133.5260572500683,433.97044896096895,3.2,44.22,0.88
483,7,4,1.1654594767258035,2778.22643273955,3193.7031560581404,415.4767233185903,21.3,50.93,1.02
484,8,6,0.2157483712878944,2679.2652666965637,3093.68754058046,414.4222738838962,8.85,52.47,1.05
485,7,6,0.014775199705748554,2743.998371508241,3219.8663544024216,475.86798289418084,138.55,177.82,3.56
486,7,6,0.1855209853691359,2848.3776136218976,3110.2848700122677,261.9072563903701,24.7,55.36,1.11
487,8,6,0.03308955634817036,2675.3193555269177,3185.359593553837,510.04023802691927,26.15,99.22,1.98
488,7,6,0.010625048527114557,2802.6823778308476,3246.0892690529454,443.4068912220978,95.35,166.07,3.32
489,8,7,0.1333606977473278,2650.338816518042,3157.2081849563674,506.8693684383252,54.3,241.26,4.82
490,6,3,0.38270213369147577,2811.4136018095683,3214.0926510211857,402.67904921161744,5.85,27.77,0.56
491,7,5,0.09215878528297362,2786.408087043085,3147.4057375412845,360.9976504981996,24.35,49.09,0.98
492,9,6,0.01663863964868834,2714.0282878010507,3070.7372647293414,356.70897692829067,67.4,149.64,2.99
493,6,3,0.4288817418861472,2728.0797133031465,2976.8797036530964,248.7999903499499,14.65,48.63,0.97
494,7,5,0.03241621468326049,2769.670512598794,2990.7886232023625,221.1181106035683,40.3,48.24,0.96
495,7,5,0.895055058994376,2815.3443794613963,3140.7566647083745,325.4122852469782,17.75,58.68,1.17
496,6,4,1.0076980956229789,2712.446909636148,3065.732041044242,353.285131408094,37,55.23,1.1
497,8,5,0.11614718976783014,2693.9627114327054,3081.7846264505524,387.821915017847,11.65,40.07,0.8
498,6,6,0.4855478092497109,2683.5178805954693,3250.2772236625365,566.7593430670672,20.25,89.31,1.79
499,8,7,0.029278598106534586,2823.955417090655,3198.378077599877,374.42266050922217,53.7,97.22,1.94
500,7,5,0.19654506866704072,2807.189330133894,3146.042584802717,338.85325466882296,14.45,23.42,0.47
501,7,5,0.7621126591302386,2646.5020943004606,3191.7731445642544,545.2710502637938,0,4.95,0.1
502,7,4,0.024600585986848014,2765.2653613922744,3075.8658719207947,310.6005105285203,3.3,28.23,0.56
503,7,5,1.0605710236528307,2695.5537736929696,3156.1691125993043,460.6153389063347,0,24.86,0.5
504,6,4,0.05718317099176888,2815.953040052074,3238.503960951065,422.5509208989911,42.05,49.45,0.99
505,6,4,0.028310443462136545,2689.635602810649,3225.0832473553746,535.4476445447258,31.65,49.61,0.99
506,8,6,0.5793317813743334,2778.99828888551,3117.0182855378425,338.01999665233234,21.65,56.85,1.14
507,6,4,0.6930656228333881,2705.1193704481793,3265.2500172495943,560.130646801415,0,0,0
508,8,5,0.12926480982486277,2794.2729203913173,3140.704573858725,346.4316534674076,32.25,69.61,1.39
509,8,6,0.07271034080747121,2804.7253540514475,3156.467223954857,351.7418699034097,19,61.66,1.23
510,8,6,0.09891611482879191,2781.9434989376546,3209.9328851625573,427.9893862249028,0,19.69,0.39
511,7,4,0.033600429376880424,2633.4224412115095,3226.0925527740956,592.670111562586,38.65,88.47,1.77
512,7,4,0.8253754817776788,2680.3945958764916,3201.7762607872655,521.3816649107739,7.05,68.7,1.37
513,6,5,0.2156175473417592,2686.579853114686,3288.7603908482615,602.1805377335754,44.4,60.14,1.2
514,6,3,0.9449029958242666,2789.8466849535635,3124.6483688753633,334.80168392179985,0,0,0
515,8,5,0.38586068786493827,2707.339226101295,3208.2845140122554,500.94528791096036,0,32.73,0.65
516,8,5,0.0031652078073501413,2624.0591126965774,3131.7870546976214,507.7279420010441,110.1,165.83,3.32
517,6,4,0.1649044446126316,2644.8522448718063,3129.398746103268,484.54650123146166,0,0,0
518,7,5,0.5790566747743024,2590.1709029962917,3310.6338830566374,720.4629800603457,0,9.41,0.19
519,5,3,0.16001571749044974,2773.975181431175,3190.5965725748815,416.62139114370666,25.15,45.36,0.91
520,7,5,0.09915422696009896,2817.875295147591,3289.3429726080685,471.4676774604777,46.25,62.35,1.25
521,7,4,0.7719721465960931,2816.8503328576226,3247.5490898957837,430.69875703816115,0,43.03,0.86
522,9,7,0.0200033687057208,2755.717662218686,3073.753294656736,318.03563243805,11.2,79.01,1.58
523,8,4,0.05744093762321673,2731.336121996175,3137.881388982481,406.54526698630616,39.55,77.84,1.56
524,7,5,0.41278599372707575,2640.8186022276777,3183.738572557524,542.9199703298464,10.9,38.73,0.77
